"OBJECTNAME","RNCNAME","RNCDESCRIPTION","WBTSNAME","BTSADDITIONALINFO","CELLNAME","CID","LAC","RAC","SAC","PRISCRCODE","UARFCN","URAID","RNCID","WBTSID","WCELID","OMCNAME","DATEADDED","BTSNAMEALT"
"PLMN-PLMN/RNC-375/WBTS-964/WCEL-13","RDNST14N","","KTST22","","KTST22Z","","","","","","","","375","964","13","",30-AUG-23 00:00:00,""
"PLMN-PLMN/RNC-375/WBTS-966/WCEL-11","RDNST14N","","KTST23","","KTST23X","","","","","","","","375","966","11","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-375/WBTS-25/WCEL-11","RDNST14N","","KTST25","","KTST25X","","","","","","","","375","25","11","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-375/WBTS-27/WCEL-11","RDNST14N","","KTST26","","KTST26X","","","","","","","","375","27","11","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-375/WBTS-27/WCEL-13","RDNST14N","","KTST26","","KTST26Z","","","","","","","","375","27","13","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-375/WBTS-662/WCEL-11","RDNST14N","","KTTR02","","KTTR02X","","","","","","","","375","662","11","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-375/WBTS-100/WCEL-11","RDNST14N","","KTTR03","","KTTR03X","","","","","","","","375","100","11","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-375/WBTS-971/WCEL-13","RDNST14N","","KTTR07","","KTTR07Z","","","","","","","","375","971","13","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-375/WBTS-13/WCEL-12","RDNST14N","","KTTR09","","KTTR09Y","","","","","","","","375","13","12","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-375/WBTS-12/WCEL-13","RDNST14N","","KTTR10","","KTTR10Z","","","","","","","","375","12","13","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-375/WBTS-17/WCEL-11","RDNST14N","","KTTR12","","KTTR12X","","","","","","","","375","17","11","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-375/WBTS-45/WCEL-11","RDNST14N","","KTTR13","","KTTR13X","","","","","","","","375","45","11","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-375/WBTS-45/WCEL-13","RDNST14N","","KTTR13","","KTTR13Z","","","","","","","","375","45","13","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-375/WBTS-90/WCEL-1","RDNST14N","","KTNH05","","KTNH05A","","","","","","","","375","90","1","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-375/WBTS-518/WCEL-11","RDNST14N","","KTNH10","","KTNH10X","","","","","","","","375","518","11","",24-FEB-22 00:00:00,""
"PLMN-PLMN/RNC-375/WBTS-518/WCEL-12","RDNST14N","","KTNH10","","KTNH10Y","","","","","","","","375","518","12","",24-FEB-22 00:00:00,""
"PLMN-PLMN/RNC-375/WBTS-168/WCEL-13","RDNST14N","","KTNH12","","KTNH12Z","","","","","","","","375","168","13","",03-NOV-22 00:00:00,""
"PLMN-PLMN/RNC-375/WBTS-418/WCEL-2","RDNST14N","","KTNH13","","KTNH13B","","","","","","","","375","418","2","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-375/WBTS-418/WCEL-3","RDNST14N","","KTNH13","","KTNH13C","","","","","","","","375","418","3","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-375/WBTS-520/WCEL-11","RDNST14N","","KTNH16","","KTNH16X","","","","","","","","375","520","11","",02-NOV-22 00:00:00,""
"PLMN-PLMN/RNC-375/WBTS-94/WCEL-11","RDNST14N","","KTNH17","","KTNH17X","","","","","","","","375","94","11","",20-FEB-22 00:00:00,""
"PLMN-PLMN/RNC-375/WBTS-94/WCEL-13","RDNST14N","","KTNH17","","KTNH17Z","","","","","","","","375","94","13","",20-FEB-22 00:00:00,""
"PLMN-PLMN/RNC-375/WBTS-917/WCEL-11","RDNST14N","","KTNH19","","KTNH19X","","","","","","","","375","917","11","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-375/WBTS-44/WCEL-4","RDNST14N","","KTNH25","","KTNH25D","","","","","","","","375","44","4","",02-NOV-22 00:00:00,""
"PLMN-PLMN/RNC-375/WBTS-44/WCEL-5","RDNST14N","","KTNH25","","KTNH25E","","","","","","","","375","44","5","",02-NOV-22 00:00:00,""
"PLMN-PLMN/RNC-375/WBTS-203/WCEL-12","RDNST14N","","KTST01","","KTST01Y","","","","","","","","375","203","12","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-371/WBTS-125/WCEL-6","RDNST11N","","BDQN56","","BDQN56F","","","","","","","","371","125","6","",27-SEP-22 00:00:00,""
"PLMN-PLMN/RNC-375/WBTS-923/WCEL-13","RDNST14N","","KTST06","","KTST06Z","","","","","","","","375","923","13","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-375/WBTS-523/WCEL-12","RDNST14N","","KTST14","","KTST14Y","","","","","","","","375","523","12","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-375/WBTS-83/WCEL-3","RDNST14N","","KTST15","","KTST15C","","","","","","","","375","83","3","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-375/WBTS-929/WCEL-4","RDNST14N","","KTST18","","KTST18D","","","","","","","","375","929","4","",02-NOV-22 00:00:00,""
"PLMN-PLMN/RNC-375/WBTS-164/WCEL-1","RDNST14N","","KTDH01","","KTDH01A","","","","","","","","375","164","1","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-375/WBTS-164/WCEL-2","RDNST14N","","KTDH01","","KTDH01B","","","","","","","","375","164","2","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-375/WBTS-164/WCEL-6","RDNST14N","","KTDH01","","KTDH01F","","","","","","","","375","164","6","",02-NOV-22 00:00:00,""
"PLMN-PLMN/RNC-375/WBTS-313/WCEL-4","RDNST14N","","KTDH02","","KTDH02D","","","","","","","","375","313","4","",02-NOV-22 00:00:00,""
"PLMN-PLMN/RNC-375/WBTS-313/WCEL-6","RDNST14N","","KTDH02","","KTDH02F","","","","","","","","375","313","6","",02-NOV-22 00:00:00,""
"PLMN-PLMN/RNC-375/WBTS-412/WCEL-2","RDNST14N","","KTDH04","","KTDH04B","","","","","","","","375","412","2","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-375/WBTS-315/WCEL-6","RDNST14N","","KTDH05","","KTDH05F","","","","","","","","375","315","6","",02-NOV-22 00:00:00,""
"PLMN-PLMN/RNC-375/WBTS-165/WCEL-2","RDNST14N","","KTDH07","","KTDH07B","","","","","","","","375","165","2","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-375/WBTS-964/WCEL-11","RDNST14N","","KTST22","","KTST22X","","","","","","","","375","964","11","",30-AUG-23 00:00:00,""
"PLMN-PLMN/RNC-375/WBTS-966/WCEL-13","RDNST14N","","KTST23","","KTST23Z","","","","","","","","375","966","13","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-375/WBTS-27/WCEL-12","RDNST14N","","KTST26","","KTST26Y","","","","","","","","375","27","12","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-375/WBTS-36/WCEL-13","RDNST14N","","KTST28","","KTST28Z","","","","","","","","375","36","13","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-375/WBTS-41/WCEL-11","RDNST14N","","KTST29","","KTST29X","","","","","","","","375","41","11","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-375/WBTS-18/WCEL-11","RDNST14N","","KTTR04","","KTTR04X","","","","","","","","375","18","11","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-375/WBTS-18/WCEL-12","RDNST14N","","KTTR04","","KTTR04Y","","","","","","","","375","18","12","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-375/WBTS-13/WCEL-11","RDNST14N","","KTTR09","","KTTR09X","","","","","","","","375","13","11","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-375/WBTS-13/WCEL-13","RDNST14N","","KTTR09","","KTTR09Z","","","","","","","","375","13","13","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-375/WBTS-11/WCEL-12","RDNST14N","","KTTR11","","KTTR11Y","","","","","","","","375","11","12","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-375/WBTS-634/WCEL-13","RDNST14N","","KTDH12","","KTDH12Z","","","","","","","","375","634","13","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-375/WBTS-635/WCEL-3","RDNST14N","","KTDH13","","KTDH13C","","","","","","","","375","635","3","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-375/WBTS-636/WCEL-12","RDNST14N","","KTDH14","","KTDH14Y","","","","","","","","375","636","12","",18-FEB-22 00:00:00,""
"PLMN-PLMN/RNC-375/WBTS-493/WCEL-13","RDNST14N","","KTDH15","","KTDH15Z","","","","","","","","375","493","13","",19-FEB-22 00:00:00,""
"PLMN-PLMN/RNC-375/WBTS-494/WCEL-3","RDNST14N","","KTDH16","","KTDH16C","","","","","","","","375","494","3","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-375/WBTS-494/WCEL-5","RDNST14N","","KTDH16","","KTDH16E","","","","","","","","375","494","5","",02-NOV-22 00:00:00,""
"PLMN-PLMN/RNC-375/WBTS-637/WCEL-2","RDNST14N","","KTDH17","","KTDH17B","","","","","","","","375","637","2","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-375/WBTS-637/WCEL-6","RDNST14N","","KTDH17","","KTDH17F","","","","","","","","375","637","6","",02-NOV-22 00:00:00,""
"PLMN-PLMN/RNC-375/WBTS-495/WCEL-2","RDNST14N","","KTDH18","","KTDH18B","","","","","","","","375","495","2","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-375/WBTS-496/WCEL-12","RDNST14N","","KTDH19","","KTDH19Y","","","","","","","","375","496","12","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-375/WBTS-496/WCEL-13","RDNST14N","","KTDH19","","KTDH19Z","","","","","","","","375","496","13","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-375/WBTS-864/WCEL-12","RDNST14N","","KTDH20","","KTDH20Y","","","","","","","","375","864","12","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-375/WBTS-497/WCEL-1","RDNST14N","","KTDH25","","KTDH25A","","","","","","","","375","497","1","",29-JUN-23 00:00:00,""
"PLMN-PLMN/RNC-375/WBTS-641/WCEL-5","RDNST14N","","KTDH29","","KTDH29E","","","","","","","","375","641","5","",02-NOV-22 00:00:00,""
"PLMN-PLMN/RNC-375/WBTS-866/WCEL-6","RDNST14N","","KTDH31","","KTDH31F","","","","","","","","375","866","6","",05-NOV-22 00:00:00,""
"PLMN-PLMN/RNC-375/WBTS-869/WCEL-2","RDNST14N","","KTDH34","","KTDH34B","","","","","","","","375","869","2","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-375/WBTS-871/WCEL-5","RDNST14N","","KTDH36","","KTDH36E","","","","","","","","375","871","5","",02-NOV-22 00:00:00,""
"PLMN-PLMN/RNC-375/WBTS-979/WCEL-2","RDNST14N","","KTDH38","","KTDH38B","","","","","","","","375","979","2","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-375/WBTS-982/WCEL-1","RDNST14N","","KTDH39","","KTDH39A","","","","","","","","375","982","1","",17-OCT-23 00:00:00,""
"PLMN-PLMN/RNC-375/WBTS-26/WCEL-13","RDNST14N","","KTDH50","","KTDH50Z","","","","","","","","375","26","13","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-375/WBTS-316/WCEL-5","RDNST14N","","KTDL01","","KTDL01E","","","","","","","","375","316","5","",02-NOV-22 00:00:00,""
"PLMN-PLMN/RNC-375/WBTS-316/WCEL-13","RDNST14N","","KTDL01","","KTDL01Z","","","","","","","","375","316","13","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-375/WBTS-873/WCEL-11","RDNST14N","","KTDL09","","KTDL09X","","","","","","","","375","873","11","",29-JUN-23 00:00:00,""
"PLMN-PLMN/RNC-375/WBTS-945/WCEL-11","RDNST14N","","KTDL14","","KTDL14X","","","","","","","","375","945","11","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-375/WBTS-944/WCEL-13","RDNST14N","","KTDL15","","KTDL15Z","","","","","","","","375","944","13","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-375/WBTS-993/WCEL-2","RDNST14N","","KTDL21","","KTDL21B","","","","","","","","375","993","2","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-375/WBTS-993/WCEL-4","RDNST14N","","KTDL21","","KTDL21D","","","","","","","","375","993","4","",02-NOV-22 00:00:00,""
"PLMN-PLMN/RNC-375/WBTS-30/WCEL-12","RDNST14N","","KTDL24","","KTDL24Y","","","","","","","","375","30","12","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-375/WBTS-30/WCEL-13","RDNST14N","","KTDL24","","KTDL24Z","","","","","","","","375","30","13","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-375/WBTS-32/WCEL-12","RDNST14N","","KTDL26","","KTDL26Y","","","","","","","","375","32","12","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-375/WBTS-43/WCEL-12","RDNST14N","","KTDL29","","KTDL29Y","","","","","","","","375","43","12","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-375/WBTS-43/WCEL-13","RDNST14N","","KTDL29","","KTDL29Z","","","","","","","","375","43","13","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-375/WBTS-317/WCEL-5","RDNST14N","","KTDT02","","KTDT02E","","","","","","","","375","317","5","",02-NOV-22 00:00:00,""
"PLMN-PLMN/RNC-375/WBTS-318/WCEL-1","RDNST14N","","KTDT03","","KTDT03A","","","","","","","","375","318","1","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-375/WBTS-318/WCEL-3","RDNST14N","","KTDT03","","KTDT03C","","","","","","","","375","318","3","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-375/WBTS-648/WCEL-13","RDNST14N","","KTDT04","","KTDT04Z","","","","","","","","375","648","13","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-375/WBTS-500/WCEL-6","RDNST14N","","KTDT05","","KTDT05F","","","","","","","","375","500","6","",02-NOV-22 00:00:00,""
"PLMN-PLMN/RNC-375/WBTS-201/WCEL-2","RDNST14N","","KTDT07","","KTDT07B","","","","","","","","375","201","2","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-375/WBTS-649/WCEL-13","RDNST14N","","KTDT08","","KTDT08Z","","","","","","","","375","649","13","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-375/WBTS-881/WCEL-13","RDNST14N","","KTDT09","","KTDT09Z","","","","","","","","375","881","13","",19-FEB-22 00:00:00,""
"PLMN-PLMN/RNC-375/WBTS-650/WCEL-6","RDNST14N","","KTDT11","","KTDT11F","","","","","","","","375","650","6","",02-NOV-22 00:00:00,""
"PLMN-PLMN/RNC-375/WBTS-319/WCEL-6","RDNST14N","","KTDT14","","KTDT14F","","","","","","","","375","319","6","",02-NOV-22 00:00:00,""
"PLMN-PLMN/RNC-375/WBTS-320/WCEL-2","RDNST14N","","KTDT15","","KTDT15B","","","","","","","","375","320","2","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-376/WBTS-672/WCEL-5","RDNST15N","","QTHH28","","QTHH28E","","","","","","","","376","672","5","",02-NOV-22 00:00:00,""
"PLMN-PLMN/RNC-376/WBTS-672/WCEL-6","RDNST15N","","QTHH28","","QTHH28F","","","","","","","","376","672","6","",02-NOV-22 00:00:00,""
"PLMN-PLMN/RNC-376/WBTS-673/WCEL-11","RDNST15N","","QTVL62","","QTVL62X","","","","","","","","376","673","11","",01-DEC-22 09:03:14,""
"PLMN-PLMN/RNC-376/WBTS-673/WCEL-12","RDNST15N","","QTVL62","","QTVL62Y","","","","","","","","376","673","12","",01-DEC-22 09:03:14,""
"PLMN-PLMN/RNC-376/WBTS-673/WCEL-13","RDNST15N","","QTVL62","","QTVL62Z","","","","","","","","376","673","13","",01-DEC-22 09:03:14,""
"PLMN-PLMN/RNC-376/WBTS-675/WCEL-11","RDNST15N","","QTDK16","","QTDK16X","","","","","","","","376","675","11","",02-NOV-22 00:00:00,""
"PLMN-PLMN/RNC-376/WBTS-675/WCEL-12","RDNST15N","","QTDK16","","QTDK16Y","","","","","","","","376","675","12","",02-NOV-22 00:00:00,""
"PLMN-PLMN/RNC-376/WBTS-675/WCEL-13","RDNST15N","","QTDK16","","QTDK16Z","","","","","","","","376","675","13","",02-NOV-22 00:00:00,""
"PLMN-PLMN/RNC-376/WBTS-676/WCEL-11","RDNST15N","","QTDK02","","QTDK02X","","","","","","","","376","676","11","",01-DEC-22 09:03:14,""
"PLMN-PLMN/RNC-376/WBTS-676/WCEL-12","RDNST15N","","QTDK02","","QTDK02Y","","","","","","","","376","676","12","",01-DEC-22 09:03:14,""
"PLMN-PLMN/RNC-376/WBTS-676/WCEL-13","RDNST15N","","QTDK02","","QTDK02Z","","","","","","","","376","676","13","",01-DEC-22 09:03:14,""
"PLMN-PLMN/RNC-376/WBTS-677/WCEL-11","RDNST15N","","QTDK03","","QTDK03X","","","","","","","","376","677","11","",01-DEC-22 09:03:14,""
"PLMN-PLMN/RNC-376/WBTS-677/WCEL-12","RDNST15N","","QTDK03","","QTDK03Y","","","","","","","","376","677","12","",01-DEC-22 09:03:14,""
"PLMN-PLMN/RNC-357/WBTS-9/WCEL-5","RKHNT2N","","KHCL10","","KHCL10E","","","","","","","","357","9","5","",01-DEC-22 09:00:43,""
"PLMN-PLMN/RNC-357/WBTS-10/WCEL-6","RKHNT2N","","KHCL11","","KHCL11F","","","","","","","","357","10","6","",01-DEC-22 09:02:30,""
"PLMN-PLMN/RNC-357/WBTS-11/WCEL-1","RKHNT2N","","KHCL12","","KHCL12A","","","","","","","","357","11","1","",01-DEC-22 09:01:13,""
"PLMN-PLMN/RNC-357/WBTS-11/WCEL-2","RKHNT2N","","KHCL12","","KHCL12B","","","","","","","","357","11","2","",01-DEC-22 09:01:13,""
"PLMN-PLMN/RNC-326/WBTS-2/WCEL-4","RDNST6N","","DNHC27","","DNHC27D","","","","","","","","326","2","4","",09-SEP-22 00:00:00,""
"PLMN-PLMN/RNC-326/WBTS-2/WCEL-8","RDNST6N","","DNHC27","","DNHC27H","","","","","","","","326","2","8","",15-DEC-20 00:00:00,""
"PLMN-PLMN/RNC-326/WBTS-905/WCEL-3","RDNST6N","","DNHC2B","","DNHC2BC","","","","","","","","326","905","3","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-326/WBTS-2056/WCEL-3","RDNST6N","","DNHC2D","","DNHC2DC","","","","","","","","326","2056","3","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-326/WBTS-2057/WCEL-5","RDNST6N","","DNHC2E","","DNHC2EE","","","","","","","","326","2057","5","",09-SEP-22 00:00:00,""
"PLMN-PLMN/RNC-326/WBTS-2057/WCEL-7","RDNST6N","","DNHC2E","","DNHC2EG","","","","","","","","326","2057","7","",15-DEC-20 00:00:00,""
"PLMN-PLMN/RNC-412/WBTS-56/WCEL-4","RTGMT3N","","TGMT21","","TGMT21D","","","","","","","","412","56","4","",18-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-411/WBTS-137/WCEL-13","RVLVL1N","","VLBT04","","VLBT04M","","","","","","","","411","137","13","",31-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-411/WBTS-137/WCEL-1","RVLVL1N","","VLBT04","","VLBT04A","","","","","","","","411","137","1","",30-SEP-21 00:00:00,""
"PLMN-PLMN/RNC-62/WBTS-191/WCEL-7","RVTVT1N","","VUDD14","","VUDD14A","","","","","","","","62","191","7","",18-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-62/WBTS-434/WCEL-6","RVTVT1N","","VUVT5B","","VUVT5BF","","","","","","","","62","434","6","",18-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-411/WBTS-584/WCEL-3","RVLVL1N","","VLVM16","","VLVM16C","","","","","","","","411","584","3","",10-DEC-20 00:00:00,""
"PLMN-PLMN/RNC-411/WBTS-250/WCEL-1","RVLVL1N","","VLBM35","","VLBM35A","","","","","","","","411","250","1","",30-SEP-21 00:00:00,""
"PLMN-PLMN/RNC-411/WBTS-67/WCEL-1","RVLVL1N","","VLBT14","","VLBT14A","","","","","","","","411","67","1","",30-SEP-21 00:00:00,""
"PLMN-PLMN/RNC-600/WBTS-613/WCEL-2","RTNTN1N","","TYTR70","","TYTR70B","","","","","","","","600","613","2","",25-JUL-21 00:00:00,""
"PLMN-PLMN/RNC-605/WBTS-966/WCEL-6","RVTVT3N","","VUCD80","","VUCD80F","","","","","","","","605","966","6","",18-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-357/WBTS-12/WCEL-14","RKHNT2N","","KHCL13","","KHCL13M","","","","","","","","357","12","14","",01-DEC-22 09:03:00,""
"PLMN-PLMN/RNC-357/WBTS-13/WCEL-1","RKHNT2N","","KHCL14","","KHCL14A","","","","","","","","357","13","1","",01-DEC-22 09:03:00,""
"PLMN-PLMN/RNC-357/WBTS-15/WCEL-8","RKHNT2N","","KHCL16","","KHCL16H","","","","","","","","357","15","8","",01-DEC-22 09:03:00,""
"PLMN-PLMN/RNC-357/WBTS-104/WCEL-8","RKHNT2N","","KHDK26","","KHDK26H","","","","","","","","357","104","8","",01-DEC-22 09:02:30,""
"PLMN-PLMN/RNC-357/WBTS-105/WCEL-13","RKHNT2N","","KHDK27","","KHDK27P","","","","","","","","357","105","13","",01-DEC-22 09:02:30,""
"PLMN-PLMN/RNC-357/WBTS-107/WCEL-1","RKHNT2N","","KHDK29","","KHDK29A","","","","","","","","357","107","1","",01-DEC-22 09:01:13,""
"PLMN-PLMN/RNC-357/WBTS-109/WCEL-6","RKHNT2N","","KHDK31","","KHDK31F","","","","","","","","357","109","6","",01-DEC-22 09:01:13,""
"PLMN-PLMN/RNC-357/WBTS-109/WCEL-9","RKHNT2N","","KHDK31","","KHDK31I","","","","","","","","357","109","9","",01-DEC-22 09:01:13,""
"PLMN-PLMN/RNC-357/WBTS-110/WCEL-4","RKHNT2N","","KHDK32","","KHDK32D","","","","","","","","357","110","4","",01-DEC-22 09:01:13,""
"PLMN-PLMN/RNC-357/WBTS-305/WCEL-5","RKHNT2N","","KHDK33","","KHDK33E","","","","","","","","357","305","5","",01-DEC-22 09:00:44,""
"PLMN-PLMN/RNC-357/WBTS-305/WCEL-8","RKHNT2N","","KHDK33","","KHDK33H","","","","","","","","357","305","8","",01-DEC-22 09:00:44,""
"PLMN-PLMN/RNC-357/WBTS-19/WCEL-1","RKHNT2N","","KHCL20","","KHCL20A","","","","","","","","357","19","1","",01-DEC-22 09:03:00,""
"PLMN-PLMN/RNC-357/WBTS-21/WCEL-3","RKHNT2N","","KHCL22","","KHCL22C","","","","","","","","357","21","3","",01-DEC-22 09:00:44,""
"PLMN-PLMN/RNC-357/WBTS-22/WCEL-6","RKHNT2N","","KHCL23","","KHCL23F","","","","","","","","357","22","6","",01-DEC-22 09:00:44,""
"PLMN-PLMN/RNC-357/WBTS-22/WCEL-7","RKHNT2N","","KHCL23","","KHCL23G","","","","","","","","357","22","7","",01-DEC-22 09:00:44,""
"PLMN-PLMN/RNC-357/WBTS-22/WCEL-10","RKHNT2N","","KHCL23","","KHCL23P","","","","","","","","357","22","10","",01-DEC-22 09:00:44,""
"PLMN-PLMN/RNC-357/WBTS-24/WCEL-4","RKHNT2N","","KHCL25","","KHCL25D","","","","","","","","357","24","4","",01-DEC-22 09:00:44,""
"PLMN-PLMN/RNC-357/WBTS-5/WCEL-2","RKHNT2N","","KHCL05","","KHCL05B","","","","","","","","357","5","2","",01-DEC-22 09:01:00,""
"PLMN-PLMN/RNC-418/WBTS-882/WCEL-3","RCTCR9N","","KGPQE4","","KGPQE4C","","","","","","","","418","882","3","",11-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-63/WBTS-907/WCEL-6","RBDTM1N","","BDTUA9","","BDTUA9F","","","","","","","","63","907","6","",18-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-601/WBTS-647/WCEL-9","RBPDX1N","","BPDA37","","BPDA37I","","","","","","","","601","647","9","",13-APR-21 00:00:00,""
"PLMN-PLMN/RNC-608/WBTS-909/WCEL-5","RBDTM4N","","BDTAA8","","BDTAA8E","","","","","","","","608","909","5","",14-MAR-23 00:00:00,""
"PLMN-PLMN/RNC-63/WBTS-928/WCEL-5","RBDTM1N","","BDTUB7","","BDTUB7E","","","","","","","","63","928","5","",18-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-326/WBTS-141/WCEL-8","RDNST6N","","DNTK17","","DNTK17H","","","","","","","","326","141","8","",15-DEC-20 00:00:00,""
"PLMN-PLMN/RNC-63/WBTS-926/WCEL-6","RBDTM1N","","BDBU41","","BDBU41F","","","","","","","","63","926","6","",18-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-601/WBTS-932/WCEL-1","RBPDX1N","","BPDP38","","BPDP38X","","","","","","","","601","932","1","",03-DEC-20 00:00:00,""
"PLMN-PLMN/RNC-326/WBTS-251/WCEL-3","RDNST6N","","DNTK21","","DNTK21C","","","","","","","","326","251","3","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-326/WBTS-251/WCEL-7","RDNST6N","","DNTK21","","DNTK21G","","","","","","","","326","251","7","",15-DEC-20 00:00:00,""
"PLMN-PLMN/RNC-605/WBTS-618/WCEL-9","RVTVT3N","","DNVC45","","DNVC45I","","","","","","","","605","618","9","",20-APR-22 09:00:09,""
"PLMN-PLMN/RNC-71/WBTS-522/WCEL-5","RDNBH3N","","DNBHAK","","DNBHAKE","","","","","","","","71","522","5","",18-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-71/WBTS-52/WCEL-6","RDNBH3N","","DNBH38","","DNBH38F","","","","","","","","71","52","6","",18-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-605/WBTS-683/WCEL-7","RVTVT3N","","DNVC51","","DNVC51G","","","","","","","","605","683","7","",20-APR-22 09:00:07,""
"PLMN-PLMN/RNC-605/WBTS-684/WCEL-8","RVTVT3N","","DNVC53","","DNVC53H","","","","","","","","605","684","8","",20-APR-22 09:00:07,""
"PLMN-PLMN/RNC-605/WBTS-689/WCEL-5","RVTVT3N","","DNVC54","","DNVC54E","","","","","","","","605","689","5","",20-APR-22 09:00:07,""
"PLMN-PLMN/RNC-605/WBTS-689/WCEL-6","RVTVT3N","","DNVC54","","DNVC54F","","","","","","","","605","689","6","",20-APR-22 09:00:07,""
"PLMN-PLMN/RNC-605/WBTS-896/WCEL-7","RVTVT3N","","DNVC56","","DNVC56G","","","","","","","","605","896","7","",20-APR-22 09:00:10,""
"PLMN-PLMN/RNC-326/WBTS-918/WCEL-4","RDNST6N","","DNNH1A","","DNNH1AD","","","","","","","","326","918","4","",13-SEP-22 00:00:00,""
"PLMN-PLMN/RNC-326/WBTS-176/WCEL-3","RDNST6N","","DNNH21","","DNNH21C","","","","","","","","326","176","3","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-326/WBTS-176/WCEL-5","RDNST6N","","DNNH21","","DNNH21E","","","","","","","","326","176","5","",13-SEP-22 00:00:00,""
"PLMN-PLMN/RNC-326/WBTS-176/WCEL-6","RDNST6N","","DNNH21","","DNNH21F","","","","","","","","326","176","6","",13-SEP-22 00:00:00,""
"PLMN-PLMN/RNC-326/WBTS-176/WCEL-8","RDNST6N","","DNNH21","","DNNH21H","","","","","","","","326","176","8","",15-DEC-20 00:00:00,""
